dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,function_change_events,added_function_events,modified_function_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,function_change_events_manifest,function_change_events_scored,function_change_events_failed,agc_function_change_events,hwc_function_change_events,agc_function_change_event_ratio,added_agc_function_events,added_hwc_function_events,modified_agc_function_events,modified_hwc_function_events,unique_changed_functions_scored,detection_complete,detector_merge_status,has_function_change_event,zero_function_event_month,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events,age,ncloc_paper,ncloc_python_snapshot,contributors,stars,issues,lead_6,lead_5,lead_4,lead_3,lead_2,lead_1,lag_0,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,analysis_ready_agc_changed_block_paper_ncloc,analysis_ready_agc_changed_block_python_snapshot_ncloc,log1p_age,log1p_contributors,log1p_stars,log1p_issues,analysis_ready_paper_ncloc,analysis_ready_python_snapshot_ncloc,analysis_ready_ratio_paper_ncloc,analysis_ready_ratio_python_snapshot_ncloc,treat,unit_id,calendar_time,ratio_sample
treatment,tony/django-slugify-processor,2024-08,15,3,1,2,0,2,2,1,-7.0,0,0,,0,1.0,1.0,2.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,True,both,1,0,treatment,pre,0,0,1.0986122886681096,0.0,1.0986122886681096,876.0,452.0,352,1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.776506992372183,0.6931471805599453,0.0,0.0,1,1,1,1,1,tony/django-slugify-processor,2024-08,1
treatment,tony/django-slugify-processor,2024-11,12,2,1,1,0,1,1,1,-4.0,0,0,,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,treatment,pre,0,0,0.6931471805599453,0.0,0.6931471805599453,968.0,452.0,352,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6.876264611890766,0.6931471805599453,0.0,0.0,1,1,1,1,1,tony/django-slugify-processor,2024-11,1
treatment,tony/django-slugify-processor,2024-12,20,2,1,1,0,1,1,1,-3.0,0,0,,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,treatment,pre,0,0,0.6931471805599453,0.0,0.6931471805599453,998.0,452.0,352,1,0.0,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6.906754778648553,0.6931471805599453,0.0,0.0,1,1,1,1,1,tony/django-slugify-processor,2024-12,1
treatment,tony/django-slugify-processor,2025-01,15,1,1,3,0,3,3,1,-2.0,0,0,,0,1.0,1.0,3.0,3.0,0.0,1.0,2.0,0.3333333333333333,0.0,0.0,1.0,2.0,3.0,True,both,1,0,treatment,pre,0,0,1.3862943611198906,0.6931471805599453,1.0986122886681096,0.0,462.0,362,1,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0.0,0.6931471805599453,0.0,0.0,1,1,1,1,1,tony/django-slugify-processor,2025-01,1
treatment,trycua/cua,2025-03,93,13,11,834,726,108,729,105,0.0,1,1,,1,11.0,11.0,834.0,834.0,0.0,348.0,486.0,0.4172661870503597,330.0,396.0,18.0,90.0,729.0,True,both,1,0,treatment,event,0,0,6.727431724850855,5.855071922202427,6.18826412308259,0.0,11016.0,12736,6,665.0,12.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0.0,1.9459101490553132,6.501289670540389,2.5649493574615367,1,1,1,1,1,trycua/cua,2025-03,1
treatment,trycua/cua,2025-04,237,66,58,276,153,123,187,39,1.0,1,1,,1,58.0,58.0,276.0,276.0,0.0,65.0,211.0,0.2355072463768115,51.0,102.0,14.0,109.0,187.0,True,both,1,0,treatment,post,0,0,5.6240175061873385,4.189654742026425,5.356586274672012,15.0,11136.0,16295,12,1902.0,28.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,2.772588722239781,2.5649493574615367,7.551186867296149,3.3672958299864737,1,1,1,1,1,trycua/cua,2025-04,1
treatment,trycua/cua,2025-06,167,63,53,420,242,178,334,46,3.0,1,1,,1,53.0,53.0,420.0,420.0,0.0,109.0,311.0,0.2595238095238095,86.0,156.0,23.0,155.0,334.0,True,both,1,0,treatment,post,0,0,6.042632833682381,4.700480365792417,5.7430031878094825,76.0,22926.0,23736,5,373.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,4.343805421853684,1.791759469228055,5.924255797414531,1.791759469228055,1,1,1,1,1,trycua/cua,2025-06,1
treatment,trycua/cua,2025-08,232,142,122,712,340,372,497,58,5.0,1,1,,0,122.0,122.0,712.0,712.0,0.0,278.0,434.0,0.3904494382022472,172.0,168.0,106.0,266.0,497.0,True,both,1,0,treatment,post,0,0,6.569481420414296,5.631211781821365,6.075346031088684,137.0,24194.0,24596,10,242.0,12.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4.927253685157204,2.3978952727983707,5.493061443340548,2.5649493574615367,1,1,1,1,1,trycua/cua,2025-08,1
treatment,tsukumijima/KonomiTV,2024-01,84,12,11,121,15,106,88,25,-12.0,0,0,,0,11.0,11.0,121.0,121.0,0.0,14.0,107.0,0.1157024793388429,1.0,14.0,13.0,93.0,88.0,True,both,1,0,treatment,pre,0,0,4.804021044733257,2.70805020110221,4.68213122712422,831.0,50918.0,12691,3,28.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.723832440821209,1.3862943611198906,3.3672958299864737,0.0,1,1,1,1,1,tsukumijima/KonomiTV,2024-01,1
treatment,tsukumijima/KonomiTV,2024-02,79,51,47,242,50,192,131,29,-11.0,0,0,,0,47.0,47.0,242.0,242.0,0.0,35.0,207.0,0.1446280991735537,12.0,38.0,23.0,169.0,131.0,True,both,1,0,treatment,pre,0,0,5.493061443340548,3.58351893845611,5.337538079701318,862.0,29729.0,14053,4,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.760414691083428,1.6094379124341003,2.0794415416798357,0.0,1,1,1,1,1,tsukumijima/KonomiTV,2024-02,1
treatment,tsukumijima/KonomiTV,2024-03,9,6,6,9,0,9,6,3,-10.0,0,0,,0,6.0,6.0,9.0,9.0,0.0,6.0,3.0,0.6666666666666666,0.0,0.0,6.0,3.0,6.0,True,both,1,0,treatment,pre,0,0,2.302585092994046,1.9459101490553128,1.3862943611198906,891.0,29734.0,14058,3,12.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.793466132580009,1.3862943611198906,2.5649493574615367,0.0,1,1,1,1,1,tsukumijima/KonomiTV,2024-03,1
treatment,tsukumijima/KonomiTV,2024-04,47,17,14,58,16,42,45,10,-9.0,0,0,,0,14.0,14.0,58.0,58.0,0.0,6.0,52.0,0.1034482758620689,3.0,13.0,3.0,39.0,45.0,True,both,1,0,treatment,pre,0,0,4.07753744390572,1.9459101490553128,3.970291913552122,922.0,29771.0,14100,3,9.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.827629234502852,1.3862943611198906,2.3025850929940455,0.6931471805599453,1,1,1,1,1,tsukumijima/KonomiTV,2024-04,1
treatment,tsukumijima/KonomiTV,2024-05,37,13,10,20,0,20,20,8,-8.0,0,0,,0,10.0,10.0,20.0,20.0,0.0,2.0,18.0,0.1,0.0,0.0,2.0,18.0,20.0,True,both,1,0,treatment,pre,0,0,3.044522437723423,1.0986122886681096,2.9444389791664403,952.0,30861.0,14107,4,16.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.859614903654202,1.6094379124341003,2.833213344056216,0.0,1,1,1,1,1,tsukumijima/KonomiTV,2024-05,1
treatment,tsukumijima/KonomiTV,2024-06,37,11,8,11,1,10,8,5,-7.0,0,0,,0,8.0,8.0,11.0,11.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,10.0,8.0,True,both,1,0,treatment,pre,0,0,2.4849066497880004,0.0,2.4849066497880004,983.0,31054.0,14227,5,19.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.891625897052253,1.791759469228055,2.995732273553991,0.6931471805599453,1,1,1,1,1,tsukumijima/KonomiTV,2024-06,1
treatment,tsukumijima/KonomiTV,2024-07,13,5,4,7,0,7,6,3,-6.0,0,0,,0,4.0,4.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,6.0,True,both,1,0,treatment,pre,0,0,2.079441541679836,0.0,2.079441541679836,1013.0,31067.0,14240,3,7.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6.921658184151128,1.3862943611198906,2.0794415416798357,0.0,1,1,1,1,1,tsukumijima/KonomiTV,2024-07,1
treatment,tsukumijima/KonomiTV,2024-08,139,58,51,171,48,123,86,15,-5.0,0,0,,0,51.0,51.0,171.0,171.0,0.0,42.0,129.0,0.2456140350877192,20.0,28.0,22.0,101.0,86.0,True,both,1,0,treatment,pre,0,0,5.147494476813453,3.7612001156935615,4.867534450455582,1044.0,33899.0,14660,3,10.0,2.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,6.951772164398911,1.3862943611198906,2.3978952727983707,1.0986122886681096,1,1,1,1,1,tsukumijima/KonomiTV,2024-08,1
treatment,tsukumijima/KonomiTV,2024-09,38,10,8,23,0,23,17,10,-4.0,0,0,,0,8.0,8.0,23.0,23.0,0.0,2.0,21.0,0.0869565217391304,0.0,0.0,2.0,21.0,17.0,True,both,1,0,treatment,pre,0,0,3.1780538303479458,1.0986122886681096,3.091042453358316,1075.0,33994.0,14692,4,8.0,5.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,6.98100574072173,1.6094379124341003,2.197224577336219,1.791759469228055,1,1,1,1,1,tsukumijima/KonomiTV,2024-09,1
treatment,tsukumijima/KonomiTV,2024-10,28,5,4,7,0,7,7,4,-3.0,0,0,,0,4.0,4.0,7.0,7.0,0.0,2.0,5.0,0.2857142857142857,0.0,0.0,2.0,5.0,7.0,True,both,1,0,treatment,pre,0,0,2.079441541679836,1.0986122886681096,1.791759469228055,1105.0,34068.0,14710,5,23.0,3.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,7.0085051820822795,1.791759469228055,3.1780538303479453,1.3862943611198906,1,1,1,1,1,tsukumijima/KonomiTV,2024-10,1
treatment,tsukumijima/KonomiTV,2024-12,15,5,3,5,0,5,5,4,-1.0,0,0,,0,3.0,3.0,5.0,5.0,0.0,1.0,4.0,0.2,0.0,0.0,1.0,4.0,5.0,True,both,1,0,treatment,pre,0,0,1.791759469228055,0.6931471805599453,1.6094379124341005,1166.0,34088.0,14727,4,12.0,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,7.062191632286556,1.6094379124341003,2.5649493574615367,1.791759469228055,1,1,1,1,1,tsukumijima/KonomiTV,2024-12,1
treatment,tsukumijima/KonomiTV,2025-01,44,22,21,101,27,74,69,25,0.0,1,1,,1,21.0,21.0,101.0,101.0,0.0,29.0,72.0,0.2871287128712871,11.0,16.0,18.0,56.0,69.0,True,both,1,0,treatment,event,0,0,4.624972813284271,3.4011973816621555,4.290459441148391,1197.0,35217.0,15433,4,17.0,5.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,7.088408778675395,1.6094379124341003,2.8903717578961645,1.791759469228055,1,1,1,1,1,tsukumijima/KonomiTV,2025-01,1
treatment,tsukumijima/KonomiTV,2025-02,181,105,100,337,84,253,149,33,1.0,1,1,,1,100.0,100.0,337.0,337.0,0.0,48.0,289.0,0.142433234421365,23.0,61.0,25.0,228.0,149.0,True,both,1,0,treatment,post,0,0,5.823045895483019,3.8918202981106265,5.66988092298052,1228.0,46290.0,17382,6,21.0,11.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,7.113956109566034,1.9459101490553132,3.0910424533583156,2.4849066497880004,1,1,1,1,1,tsukumijima/KonomiTV,2025-02,1
treatment,tsukumijima/KonomiTV,2025-03,62,36,36,54,3,51,28,15,2.0,1,1,,1,36.0,36.0,54.0,54.0,0.0,3.0,51.0,0.0555555555555555,0.0,3.0,3.0,48.0,28.0,True,both,1,0,treatment,post,0,0,4.007333185232471,1.3862943611198906,3.951243718581428,1256.0,47015.0,17668,5,54.0,6.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,7.136483208590247,1.791759469228055,4.007333185232471,1.9459101490553132,1,1,1,1,1,tsukumijima/KonomiTV,2025-03,1
treatment,tsukumijima/KonomiTV,2025-04,43,18,17,85,23,62,69,20,3.0,1,1,,1,17.0,17.0,85.0,85.0,0.0,21.0,64.0,0.2470588235294117,11.0,12.0,10.0,52.0,69.0,True,both,1,0,treatment,post,0,0,4.454347296253507,3.091042453358316,4.174387269895637,1287.0,47574.0,18239,5,15.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,7.160845906664298,1.791759469228055,2.772588722239781,1.791759469228055,1,1,1,1,1,tsukumijima/KonomiTV,2025-04,1
treatment,tsukumijima/KonomiTV,2025-05,5,3,3,4,0,4,2,1,4.0,1,1,,0,3.0,3.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,True,both,1,0,treatment,post,0,0,1.6094379124341005,0.0,1.6094379124341005,1317.0,47580.0,18245,3,6.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,7.183870715062453,1.3862943611198906,1.9459101490553132,0.0,1,1,1,1,1,tsukumijima/KonomiTV,2025-05,1
treatment,tsukumijima/KonomiTV,2025-06,54,10,9,14,3,11,8,3,5.0,1,1,,1,9.0,9.0,14.0,14.0,0.0,1.0,13.0,0.0714285714285714,0.0,3.0,1.0,10.0,8.0,True,both,1,0,treatment,post,0,0,2.70805020110221,0.6931471805599453,2.639057329615259,1348.0,50537.0,18398,4,11.0,1.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7.207118856207756,1.6094379124341003,2.4849066497880004,0.6931471805599453,1,1,1,1,1,tsukumijima/KonomiTV,2025-06,1
treatment,tsukumijima/KonomiTV,2025-08,33,11,10,34,14,20,24,6,7.0,1,1,,1,10.0,10.0,34.0,34.0,0.0,15.0,19.0,0.4411764705882353,10.0,4.0,5.0,15.0,24.0,True,both,1,0,treatment,post,0,0,3.555348061489413,2.772588722239781,2.995732273553991,1409.0,51014.0,18709,1,8.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7.2513449833722134,0.6931471805599453,2.197224577336219,1.0986122886681096,1,1,1,1,1,tsukumijima/KonomiTV,2025-08,1
treatment,tw-haiven/haiven,2024-04,209,112,106,1364,727,637,741,100,-10.0,0,0,,0,106.0,106.0,1364.0,1364.0,0.0,348.0,1016.0,0.2551319648093841,262.0,465.0,86.0,551.0,741.0,True,both,1,0,treatment,pre,0,0,7.21890970761906,5.855071922202427,6.92461239604856,0.0,9796.0,8904,8,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,2.197224577336219,0.0,0.0,1,1,1,1,1,tw-haiven/haiven,2024-04,1
treatment,tw-haiven/haiven,2024-05,204,92,78,385,87,298,216,44,-9.0,0,0,,0,78.0,78.0,385.0,385.0,0.0,79.0,306.0,0.2051948051948052,35.0,52.0,44.0,254.0,216.0,True,both,1,0,treatment,pre,0,0,5.955837369464831,4.382026634673881,5.726847747587197,0.0,13850.0,9505,9,4.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,2.3025850929940455,1.6094379124341003,0.0,1,1,1,1,1,tw-haiven/haiven,2024-05,1
treatment,tw-haiven/haiven,2024-06,31,7,6,13,0,13,13,9,-8.0,0,0,,0,6.0,6.0,13.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,13.0,13.0,True,both,1,0,treatment,pre,0,0,2.639057329615259,0.0,2.639057329615259,1.0,13869.0,9500,4,8.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.6931471805599453,1.6094379124341003,2.197224577336219,0.6931471805599453,1,1,1,1,1,tw-haiven/haiven,2024-06,1
treatment,tw-haiven/haiven,2024-07,33,11,10,23,8,15,20,11,-7.0,0,0,,0,10.0,10.0,23.0,23.0,0.0,9.0,14.0,0.391304347826087,5.0,3.0,4.0,11.0,20.0,True,both,1,0,treatment,pre,0,0,3.1780538303479458,2.302585092994046,2.70805020110221,31.0,13858.0,9470,5,2.0,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3.4657359027997265,1.791759469228055,1.0986122886681096,0.6931471805599453,1,1,1,1,1,tw-haiven/haiven,2024-07,1
treatment,tw-haiven/haiven,2024-08,165,72,68,743,197,546,382,68,-6.0,0,0,,0,68.0,68.0,743.0,743.0,0.0,153.0,590.0,0.205921938088829,72.0,125.0,81.0,465.0,382.0,True,both,1,0,treatment,pre,0,0,6.612041034833092,5.0369526024136295,6.3818160174060985,62.0,14637.0,9588,4,8.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.143134726391533,1.6094379124341003,2.197224577336219,0.0,1,1,1,1,1,tw-haiven/haiven,2024-08,1
treatment,tw-haiven/haiven,2024-09,101,28,26,211,163,48,186,34,-5.0,0,0,,0,26.0,26.0,211.0,211.0,0.0,74.0,137.0,0.3507109004739336,61.0,102.0,13.0,35.0,186.0,True,both,1,0,treatment,pre,0,0,5.356586274672012,4.31748811353631,4.927253685157205,93.0,12629.0,6854,7,15.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,4.543294782270004,2.0794415416798357,2.772588722239781,0.0,1,1,1,1,1,tw-haiven/haiven,2024-09,1
treatment,tw-haiven/haiven,2024-10,120,31,28,204,65,139,110,22,-4.0,0,0,,0,28.0,28.0,204.0,204.0,0.0,37.0,167.0,0.1813725490196078,18.0,47.0,19.0,120.0,110.0,True,both,1,0,treatment,pre,0,0,5.3230099791384085,3.6375861597263857,5.123963979403259,123.0,14085.0,7160,8,29.0,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,4.820281565605037,2.197224577336219,3.4011973816621555,0.6931471805599453,1,1,1,1,1,tw-haiven/haiven,2024-10,1
treatment,tw-haiven/haiven,2024-11,106,21,20,95,4,91,49,22,-3.0,0,0,,0,20.0,20.0,95.0,95.0,0.0,5.0,90.0,0.0526315789473684,1.0,3.0,4.0,87.0,49.0,True,both,1,0,treatment,pre,0,0,4.564348191467836,1.791759469228055,4.51085950651685,154.0,14740.0,7189,4,15.0,1.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,5.043425116919247,1.6094379124341003,2.772588722239781,0.6931471805599453,1,1,1,1,1,tw-haiven/haiven,2024-11,1
treatment,tw-haiven/haiven,2024-12,84,24,23,53,8,45,37,15,-2.0,0,0,,0,23.0,23.0,53.0,53.0,0.0,2.0,51.0,0.0377358490566037,1.0,7.0,1.0,44.0,37.0,True,both,1,0,treatment,pre,0,0,3.9889840465642745,1.0986122886681096,3.951243718581428,184.0,14705.0,7025,4,7.0,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,5.220355825078324,1.6094379124341003,2.0794415416798357,1.0986122886681096,1,1,1,1,1,tw-haiven/haiven,2024-12,1
treatment,tw-haiven/haiven,2025-01,29,7,6,9,1,8,9,8,-1.0,0,0,,0,6.0,6.0,9.0,9.0,0.0,2.0,7.0,0.2222222222222222,0.0,1.0,2.0,6.0,9.0,True,both,1,0,treatment,pre,0,0,2.302585092994046,1.0986122886681096,2.079441541679836,215.0,15200.0,7043,4,10.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,5.375278407684164,1.6094379124341003,2.3978952727983707,0.0,1,1,1,1,1,tw-haiven/haiven,2025-01,1
treatment,tw-haiven/haiven,2025-02,76,11,11,51,19,32,35,11,0.0,1,1,,1,11.0,11.0,51.0,51.0,0.0,8.0,43.0,0.1568627450980392,5.0,14.0,3.0,29.0,35.0,True,both,1,0,treatment,event,0,0,3.951243718581428,2.19722457733622,3.784189633918261,246.0,15444.0,7150,3,15.0,2.0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,5.5093883366279774,1.3862943611198906,2.772588722239781,1.0986122886681096,1,1,1,1,1,tw-haiven/haiven,2025-02,1
treatment,tw-haiven/haiven,2025-04,42,19,12,120,13,107,83,21,2.0,1,1,,0,12.0,12.0,120.0,120.0,0.0,14.0,106.0,0.1166666666666666,5.0,8.0,9.0,98.0,83.0,True,both,1,0,treatment,post,0,0,4.795790545596741,2.70805020110221,4.672828834461906,305.0,17985.0,7013,4,8.0,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,5.723585101952381,1.6094379124341003,2.197224577336219,0.0,1,1,1,1,1,tw-haiven/haiven,2025-04,1
treatment,tw-haiven/haiven,2025-05,53,19,18,68,21,47,42,12,3.0,1,1,,1,18.0,18.0,68.0,68.0,0.0,7.0,61.0,0.1029411764705882,3.0,18.0,4.0,43.0,42.0,True,both,1,0,treatment,post,0,0,4.23410650459726,2.079441541679836,4.127134385045092,335.0,19957.0,7423,4,7.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,5.817111159963204,1.6094379124341003,2.0794415416798357,0.0,1,1,1,1,1,tw-haiven/haiven,2025-05,1
treatment,tw-haiven/haiven,2025-06,13,6,5,42,7,35,25,5,4.0,1,1,,0,5.0,5.0,42.0,42.0,0.0,1.0,41.0,0.0238095238095238,0.0,7.0,1.0,34.0,25.0,True,both,1,0,treatment,post,0,0,3.7612001156935615,0.6931471805599453,3.737669618283368,366.0,19775.0,7234,3,8.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,5.90536184805457,1.3862943611198906,2.197224577336219,0.0,1,1,1,1,1,tw-haiven/haiven,2025-06,1
treatment,tw-haiven/haiven,2025-07,30,13,13,275,201,74,241,33,5.0,1,1,,0,13.0,13.0,275.0,275.0,0.0,56.0,219.0,0.2036363636363636,55.0,146.0,1.0,73.0,241.0,True,both,1,0,treatment,post,0,0,5.62040086571715,4.04305126783455,5.393627546352361,396.0,24639.0,10643,3,5.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.98393628068719,1.3862943611198906,1.791759469228055,0.0,1,1,1,1,1,tw-haiven/haiven,2025-07,1
treatment,tw-haiven/haiven,2025-08,16,2,2,2,0,2,2,2,6.0,1,1,,0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,2.0,True,both,1,0,treatment,post,0,0,1.0986122886681096,0.6931471805599453,0.6931471805599453,427.0,25808.0,10651,1,0.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6.059123195581797,0.6931471805599453,0.0,1.0986122886681096,1,1,1,1,1,tw-haiven/haiven,2025-08,1
treatment,utensils/mcp-nixos,2025-03,169,119,103,2092,1156,936,1277,121,0.0,1,1,,1,103.0,103.0,2092.0,2092.0,0.0,415.0,1677.0,0.1983747609942638,326.0,830.0,89.0,847.0,1277.0,True,both,1,0,treatment,event,0,0,7.646353722445999,6.030685260261263,7.425357887027151,0.0,13358.0,14881,2,7.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,1.0986122886681096,2.0794415416798357,0.0,1,1,1,1,1,utensils/mcp-nixos,2025-03,1
treatment,utensils/mcp-nixos,2025-04,122,61,52,439,242,197,315,51,1.0,1,1,,1,52.0,52.0,439.0,439.0,0.0,61.0,378.0,0.1389521640091116,46.0,196.0,15.0,182.0,315.0,True,both,1,0,treatment,post,0,0,6.0867747269123065,4.127134385045092,5.937536205082426,2.0,13451.0,18395,2,43.0,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1.0986122886681096,1.0986122886681096,3.784189633918261,1.6094379124341003,1,1,1,1,1,utensils/mcp-nixos,2025-04,1
treatment,utensils/mcp-nixos,2025-05,16,4,4,487,467,20,482,40,2.0,1,1,,1,4.0,4.0,487.0,487.0,0.0,63.0,424.0,0.1293634496919918,59.0,408.0,4.0,16.0,482.0,True,both,1,0,treatment,post,0,0,6.190315405853148,4.158883083359672,6.052089168924417,32.0,30121.0,8605,1,32.0,8.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,3.4965075614664802,0.6931471805599453,3.4965075614664802,2.197224577336219,1,1,1,1,1,utensils/mcp-nixos,2025-05,1
treatment,utensils/mcp-nixos,2025-08,17,2,2,376,223,153,375,16,5.0,1,1,,0,2.0,2.0,376.0,376.0,0.0,42.0,334.0,0.1117021276595744,32.0,191.0,10.0,143.0,375.0,True,both,1,0,treatment,post,0,0,5.932245187448011,3.7612001156935615,5.814130531825066,124.0,26618.0,7805,2,32.0,2.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4.828313737302301,1.0986122886681096,3.4965075614664802,1.0986122886681096,1,1,1,1,1,utensils/mcp-nixos,2025-08,1
treatment,vcs-python/vcspull,2024-02,35,10,4,34,0,34,29,10,-13.0,0,0,,0,4.0,4.0,34.0,34.0,0.0,3.0,31.0,0.088235294117647,0.0,0.0,3.0,31.0,29.0,True,both,1,0,treatment,pre,0,0,3.555348061489413,1.3862943611198906,3.4657359027997265,2153.0,2379.0,2625,2,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.675081857716334,1.0986122886681096,0.0,0.0,1,1,1,1,1,vcs-python/vcspull,2024-02,1
treatment,vcs-python/vcspull,2024-03,19,7,3,20,0,20,19,11,-12.0,0,0,,0,3.0,3.0,20.0,20.0,0.0,3.0,17.0,0.15,0.0,0.0,3.0,17.0,19.0,True,both,1,0,treatment,pre,0,0,3.044522437723423,1.3862943611198906,2.8903717578961645,2182.0,2361.0,2607,1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.688455356549944,0.6931471805599453,0.0,0.0,1,1,1,1,1,vcs-python/vcspull,2024-03,1
treatment,vcs-python/vcspull,2024-05,8,1,1,5,0,5,5,3,-10.0,0,0,,0,1.0,1.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,True,both,1,0,treatment,pre,0,0,1.791759469228055,0.0,1.791759469228055,2243.0,2361.0,2607,1,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7.716015266642587,0.6931471805599453,0.0,0.0,1,1,1,1,1,vcs-python/vcspull,2024-05,1
treatment,vcs-python/vcspull,2024-10,15,3,2,7,0,7,7,4,-5.0,0,0,,0,2.0,2.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,7.0,True,both,1,0,treatment,pre,0,0,2.079441541679836,0.0,2.079441541679836,2396.0,2359.0,2605,1,1.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,7.781973234434384,0.6931471805599453,0.6931471805599453,0.0,1,1,1,1,1,vcs-python/vcspull,2024-10,1
treatment,vcs-python/vcspull,2024-11,15,2,1,1,0,1,1,1,-4.0,0,0,,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,treatment,pre,0,0,0.6931471805599453,0.0,0.6931471805599453,2427.0,2359.0,2605,1,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,7.794823152179388,0.6931471805599453,0.0,0.0,1,1,1,1,1,vcs-python/vcspull,2024-11,1
